Transaction_ID,Items
439,"Mocha,Iced Coffee,Sandwich,Cookie"
440,"Smoothie,Croissant,Bagel,Salad,Pasta"
441,"Sandwich,Americano,Cookie,Cheesecake,Iced Coffee,Salad"
442,"Omelette,Salad,Pasta"
443,"Mocha,Iced Coffee,Cookie"
444,"Granola Bowl,Tea,Donut,Green Tea,Bagel,Salad,Pasta,Black Coffee"
445,"Omelette,Mocha,Iced Coffee,Cookie"
446,"Black Coffee,Granola Bowl,Donut"
447,"Sandwich,Waffles,Macchiato,Cookie,Iced Coffee,Salad,Black Coffee"
448,"Latte,Macchiato,Green Tea,Salad,Pasta"
449,"Macchiato,Salad,Pasta"
450,"Cookie,Cheesecake,Iced Coffee,Salad,Pasta,Black Coffee"
451,"Americano,Mocha,Salad,Pasta"
452,"Sandwich,Smoothie,Mocha,Salad,Pasta"
453,"Chai Latte,Iced Coffee,Cookie,Pasta"
454,"Avocado Toast,Black Coffee,Espresso,Donut"
455,"Black Coffee,Cappuccino,Donut"
456,"Waffles,Avocado Toast,Bagel,Salad,Pasta"
457,"Sandwich,Hot Chocolate,Cookie,Mocha,Iced Coffee"
458,"Latte,Muffin,Donut,Pasta,Black Coffee"
459,"Latte,Omelette,Cookie,Avocado Toast,Iced Coffee,Fruit Parfait"
460,"Cappuccino,Smoothie,Croissant,Salad,Pasta"
461,"Espresso,Latte,Americano,Granola Bowl,Macchiato,Donut,Pasta,Black Coffee"
462,"Smoothie,Macchiato,Cookie,Avocado Toast,Iced Coffee,Pasta"
463,"Cookie,Tea,Green Tea,Iced Coffee,Bagel,Pasta,Brownie"
464,"Cappuccino,Iced Coffee,Espresso,Cookie"
465,"Panini,Iced Coffee,Cookie"
466,"Omelette,Iced Coffee,Sandwich,Cookie"
467,"Cookie,Bagel,Iced Coffee,Salad,Pasta"
468,"Espresso,Chai Latte,Iced Coffee,Salad,Pasta"
469,"Espresso,Cappuccino,Chai Latte,Cookie,Iced Coffee"
470,"Omelette,Macchiato,Donut,Avocado Toast,Panini,Black Coffee"
471,"Espresso,Chai Latte,Cookie,Iced Coffee,Salad,Brownie"
472,"Macchiato,Salad,Donut,Pasta"
473,"Smoothie,Donut,Bagel,Salad,Black Coffee"
474,"Wrap,Macchiato,Donut,Salad,Pasta"
475,"Wrap,Latte,Granola Bowl,Cookie,Iced Coffee,Fruit Parfait"
476,"Panini,Salad,Pasta"
477,"Waffles,Black Coffee,Donut"
478,"Wrap,Macchiato,Donut,Panini,Black Coffee"
479,"Cookie,Iced Coffee,Fruit Parfait,Brownie,Panini"
480,"Chai Latte,Tea,Donut,Fruit Parfait,Black Coffee"
481,"Smoothie,Salad,Granola Bowl,Pasta"
482,"Smoothie,Granola Bowl,Avocado Toast,Salad,Pasta"
483,"Latte,Hot Chocolate,Omelette,Tea,Salad,Pasta,Brownie,Black Coffee"
484,"Croissant,Salad,Donut,Pasta"
485,"Espresso,Americano,Donut,Mocha,Panini,Black Coffee"
486,"Hot Chocolate,Omelette,Smoothie,Croissant,Donut,Cheesecake,Salad,Black Coffee"
487,"Americano,Tea,Iced Coffee,Salad,Pasta"
488,"Waffles,Granola Bowl,Cookie,Donut,Cheesecake,Iced Coffee"
489,"Waffles,Iced Coffee,Cookie"
490,"Smoothie,Iced Coffee,Sandwich,Cookie"
491,"Sandwich,Macchiato,Bagel,Salad,Pasta"
492,"Cookie,Black Coffee,Latte,Donut"
493,"Hot Chocolate,Macchiato,Iced Coffee,Salad,Pasta,Black Coffee"
494,"Espresso,Latte,Macchiato,Cookie,Iced Coffee"
495,"Latte,Cappuccino,Omelette,Cheesecake,Bagel,Salad,Pasta"
496,"Waffles,Donut,Mocha,Pasta,Brownie,Black Coffee"
497,"Salad,Sandwich,Pasta"
498,"Croissant,Muffin,Salad,Pasta"
499,"Espresso,Smoothie,Mocha,Salad,Pasta"
500,"Hot Chocolate,Donut,Cheesecake,Salad,Pasta"
501,"Americano,Cookie,Avocado Toast,Salad,Pasta"
502,"Latte,Waffles,Iced Coffee,Salad,Pasta"
503,"Latte,Hot Chocolate,Omelette,Cookie,Iced Coffee"
504,"Muffin,Waffles,Granola Bowl,Donut,Black Coffee"
505,"Sandwich,Granola Bowl,Macchiato,Cookie,Iced Coffee,Black Coffee"
506,"Hot Chocolate,Avocado Toast,Mocha,Bagel,Salad,Pasta"
507,"Waffles,Iced Coffee,Espresso,Cookie"
508,"Americano,Croissant,Macchiato,Cookie,Cheesecake,Iced Coffee,Fruit Parfait"
509,"Iced Coffee,Cookie,Chai Latte"
510,"Omelette,Donut,Green Tea,Salad,Black Coffee"
511,"Hot Chocolate,Cookie,Avocado Toast,Iced Coffee,Salad"
512,"Donut,Iced Coffee,Fruit Parfait,Panini,Black Coffee"
513,"Espresso,Sandwich,Chai Latte,Donut,Salad,Pasta"
514,"Avocado Toast,Black Coffee,Sandwich,Donut"
515,"Black Coffee,Cappuccino,Donut"
516,"Hot Chocolate,Chai Latte,Smoothie,Cookie,Iced Coffee"
517,"Croissant,Mocha,Salad,Pasta"
518,"Wrap,Chai Latte,Latte,Donut,Black Coffee"
519,"Espresso,Cookie,Avocado Toast,Iced Coffee,Brownie,Black Coffee"
520,"Cookie,Avocado Toast,Iced Coffee,Brownie,Panini"
521,"Americano,Cookie,Donut,Tea,Cheesecake,Pasta,Black Coffee"
522,"Espresso,Granola Bowl,Cookie,Salad,Pasta,Panini"
523,"Panini,Black Coffee,Tea,Donut"
524,"Iced Coffee,Fruit Parfait,Espresso,Cookie"
525,"Waffles,Black Coffee,Cookie,Donut"
526,"Black Coffee,Croissant,Iced Coffee,Donut"
527,"Green Tea,Iced Coffee,Sandwich,Cookie"
528,"Espresso,Waffles,Macchiato,Green Tea,Salad,Pasta,Panini"
529,"Smoothie,Salad,Pasta"
530,"Chai Latte,Americano,Donut,Green Tea,Pasta,Brownie,Black Coffee"
531,"Salad,Wrap,Pasta"
532,"Hot Chocolate,Americano,Waffles,Cookie,Avocado Toast,Iced Coffee"
533,"Espresso,Chai Latte,Muffin,Donut,Avocado Toast,Black Coffee"
534,"Americano,Cookie,Avocado Toast,Green Tea,Iced Coffee"
535,"Cookie,Donut,Mocha,Brownie,Panini,Black Coffee"
536,"Sandwich,Cookie,Donut,Avocado Toast,Iced Coffee"
537,"Omelette,Smoothie,Croissant,Salad,Pasta,Brownie,Black Coffee"
538,"Sandwich,Americano,Tea,Donut,Iced Coffee,Black Coffee"
539,"Espresso,Wrap,Sandwich,Cappuccino,Donut,Mocha,Brownie,Black Coffee"
540,"Black Coffee,Tea,Cookie,Donut"
541,"Sandwich,Americano,Muffin,Cheesecake,Iced Coffee,Salad,Pasta"
542,"Iced Coffee,Cookie,Chai Latte"
543,"Panini,Waffles,Salad,Pasta"
544,"Wrap,Chai Latte,Americano,Donut,Cheesecake,Mocha,Black Coffee"
545,"Latte,Cookie,Donut,Salad,Pasta,Black Coffee"
546,"Donut,Cheesecake,Green Tea,Pasta,Black Coffee"
547,"Croissant,Cookie,Donut,Cheesecake,Iced Coffee,Fruit Parfait"
548,"Omelette,Salad,Pasta"
549,"Espresso,Smoothie,Croissant,Donut,Avocado Toast,Iced Coffee,Black Coffee"
550,"Waffles,Salad,Latte,Pasta"
551,"Smoothie,Macchiato,Donut,Brownie,Black Coffee"
552,"Hot Chocolate,Granola Bowl,Macchiato,Avocado Toast,Salad,Pasta"
553,"Wrap,Latte,Cookie,Iced Coffee,Black Coffee"
554,"Cappuccino,Chai Latte,Americano,Macchiato,Mocha,Salad,Pasta"
555,"Green Tea,Black Coffee,Salad,Donut"
556,"Waffles,Muffin,Salad,Pasta"
557,"Muffin,Donut,Iced Coffee,Fruit Parfait,Panini,Black Coffee"
558,"Iced Coffee,Sandwich,Cookie,Hot Chocolate"
559,"Black Coffee,Tea,Latte,Donut"
560,"Fruit Parfait,Granola Bowl,Salad,Pasta"
561,"Omelette,Black Coffee,Tea,Donut"
562,"Cappuccino,Chai Latte,Wrap,Salad,Pasta,Brownie"
563,"Brownie,Salad,Pasta"
564,"Smoothie,Iced Coffee,Macchiato,Cookie"
565,"Muffin,Donut,Cheesecake,Salad,Pasta"
566,"Brownie,Chai Latte,Salad,Pasta"
567,"Hot Chocolate,Smoothie,Muffin,Cookie,Iced Coffee"
568,"Wrap,Omelette,Salad,Pasta,Black Coffee"
569,"Chai Latte,Americano,Donut,Cheesecake,Black Coffee"
570,"Smoothie,Iced Coffee,Cookie"
571,"Hot Chocolate,Cookie,Donut,Iced Coffee,Pasta"
572,"Latte,Cappuccino,Donut,Fruit Parfait,Panini,Black Coffee"
573,"Omelette,Donut,Cheesecake,Iced Coffee,Panini,Black Coffee"
574,"Mocha,Black Coffee,Cookie,Donut"
575,"Croissant,Smoothie,Salad,Pasta"
576,"Bagel,Pasta,Black Coffee,Donut"
577,"Bagel,Iced Coffee,Cookie"
578,"Granola Bowl,Cookie,Donut,Mocha,Salad,Black Coffee"
579,"Omelette,Black Coffee,Salad,Donut"
580,"Chai Latte,Mocha,Bagel,Salad,Pasta,Panini"
581,"Americano,Iced Coffee,Cookie"
582,"Omelette,Waffles,Iced Coffee,Cookie"
583,"Croissant,Chai Latte,Salad,Pasta"
584,"Muffin,Cookie,Donut,Iced Coffee,Black Coffee"
585,"Granola Bowl,Salad,Pasta"
586,"Latte,Sandwich,Wrap,Donut,Cheesecake,Salad,Pasta,Panini"
587,"Espresso,Macchiato,Croissant,Donut,Panini,Black Coffee"
588,"Sandwich,Cookie,Cheesecake,Bagel,Fruit Parfait,Iced Coffee"
589,"Avocado Toast,Iced Coffee,Espresso,Cookie"
590,"Cappuccino,Chai Latte,Croissant,Donut,Avocado Toast,Black Coffee"
591,"Salad,Espresso,Pasta"
592,"Chai Latte,Muffin,Cookie,Iced Coffee,Brownie"
593,"Espresso,Cookie,Green Tea,Iced Coffee,Panini"
594,"Espresso,Latte,Smoothie,Donut,Bagel,Fruit Parfait,Brownie,Black Coffee"
595,"Croissant,Waffles,Salad,Pasta"
596,"Wrap,Tea,Iced Coffee,Salad,Pasta"
597,"Smoothie,Donut,Tea,Bagel,Pasta,Black Coffee"
598,"Cappuccino,Cheesecake,Fruit Parfait,Salad,Pasta,Brownie"
599,"Cappuccino,Chai Latte,Latte,Waffles,Cookie,Mocha,Salad,Pasta"
600,"Salad,Donut,Pasta"
601,"Omelette,Cookie,Tea,Donut,Iced Coffee,Panini,Black Coffee"
602,"Brownie,Salad,Pasta"
603,"Wrap,Croissant,Cookie,Donut,Mocha,Salad,Pasta,Panini"
604,"Wrap,Iced Coffee,Latte,Cookie"
605,"Americano,Macchiato,Avocado Toast,Bagel,Salad,Pasta"
606,"Black Coffee,Granola Bowl,Hot Chocolate,Donut"
607,"Wrap,Donut,Mocha,Bagel,Black Coffee"
608,"Croissant,Cheesecake,Salad,Pasta"
609,"Espresso,Granola Bowl,Macchiato,Cookie,Donut,Iced Coffee"
610,"Latte,Donut,Avocado Toast,Tea,Mocha,Black Coffee"
611,"Cappuccino,Granola Bowl,Cookie,Mocha,Iced Coffee"
612,"Iced Coffee,Granola Bowl,Cookie,Hot Chocolate"
613,"Fruit Parfait,Salad,Pasta"
614,"Latte,Omelette,Americano,Donut,Black Coffee"
615,"Donut,Avocado Toast,Mocha,Salad,Pasta"
616,"Croissant,Macchiato,Donut,Cheesecake,Black Coffee"
617,"Smoothie,Cookie,Iced Coffee,Fruit Parfait,Black Coffee"
618,"Smoothie,Black Coffee,Donut"
619,"Bagel,Salad,Granola Bowl,Pasta"
620,"Iced Coffee,Croissant,Cookie"
621,"Iced Coffee,Cookie,Donut"
622,"Waffles,Salad,Latte,Pasta"
623,"Espresso,Hot Chocolate,Salad,Pasta,Panini"
624,"Salad,Latte,Cappuccino,Pasta"
625,"Cappuccino,Granola Bowl,Green Tea,Salad,Pasta,Brownie"
626,"Macchiato,Black Coffee,Salad,Pasta"
627,"Fruit Parfait,Salad,Pasta"
628,"Granola Bowl,Cookie,Donut,Iced Coffee,Fruit Parfait,Salad"
629,"Wrap,Cappuccino,Waffles,Cookie,Mocha,Iced Coffee,Pasta,Black Coffee"
630,"Salad,Hot Chocolate,Pasta"
631,"Hot Chocolate,Americano,Granola Bowl,Smoothie,Salad,Pasta"
632,"Wrap,Americano,Donut,Salad,Pasta"
633,"Omelette,Black Coffee,Cookie,Donut"
634,"Avocado Toast,Cappuccino,Iced Coffee,Cookie"
635,"Wrap,Hot Chocolate,Donut,Pasta,Black Coffee"
636,"Latte,Hot Chocolate,Smoothie,Croissant,Donut,Mocha,Salad,Pasta"
637,"Donut,Avocado Toast,Salad,Pasta,Panini"
638,"Iced Coffee,Cookie,Pasta"
639,"Hot Chocolate,Salad,Latte,Pasta"
640,"Chai Latte,Waffles,Muffin,Cookie,Iced Coffee,Black Coffee"
641,"Iced Coffee,Croissant,Cookie"
642,"Panini,Salad,Pasta"
643,"Muffin,Black Coffee,Donut"
644,"Wrap,Waffles,Cookie,Donut,Mocha,Black Coffee"
645,"Wrap,Iced Coffee,Cookie"
646,"Avocado Toast,Iced Coffee,Cookie,Pasta"
647,"Latte,Chai Latte,Donut,Fruit Parfait,Black Coffee"
648,"Hot Chocolate,Donut,Fruit Parfait,Salad,Black Coffee"
649,"Wrap,Muffin,Cookie,Avocado Toast,Green Tea,Iced Coffee"
650,"Brownie,Black Coffee,Donut"
651,"Sandwich,Muffin,Donut,Avocado Toast,Black Coffee"
652,"Fruit Parfait,Salad,Pasta"
653,"Hot Chocolate,Smoothie,Granola Bowl,Salad,Pasta"
654,"Avocado Toast,Iced Coffee,Cookie,Chai Latte"
655,"Avocado Toast,Black Coffee,Espresso,Donut"
656,"Fruit Parfait,Salad,Pasta"
657,"Americano,Macchiato,Croissant,Cookie,Iced Coffee,Brownie"
658,"Wrap,Iced Coffee,Omelette,Cookie"
659,"Black Coffee,Tea,Cappuccino,Donut"
660,"Avocado Toast,Americano,Iced Coffee,Cookie"
661,"Chai Latte,Americano,Donut,Tea,Bagel,Salad,Black Coffee"
662,"Cookie,Cheesecake,Iced Coffee,Salad,Brownie"
663,"Muffin,Donut,Mocha,Salad,Pasta,Black Coffee"
664,"Chai Latte,Americano,Iced Coffee,Salad,Pasta,Panini"
665,"Waffles,Iced Coffee,Cookie"
666,"Espresso,Cappuccino,Americano,Macchiato,Cookie,Avocado Toast,Iced Coffee"
667,"Croissant,Mocha,Salad,Pasta"
668,"Americano,Muffin,Donut,Bagel,Fruit Parfait,Black Coffee"
669,"Fruit Parfait,Muffin,Salad,Pasta"
670,"Smoothie,Black Coffee,Donut"
671,"Cappuccino,Sandwich,Donut,Green Tea,Salad,Pasta"
672,"Macchiato,Mocha,Iced Coffee,Salad,Pasta"
673,"Avocado Toast,Black Coffee,Omelette,Donut"
674,"Cappuccino,Muffin,Cookie,Tea,Donut,Bagel,Pasta,Black Coffee"
675,"Chai Latte,Granola Bowl,Waffles,Smoothie,Salad,Pasta"
676,"Chai Latte,Smoothie,Donut,Mocha,Green Tea,Black Coffee"
677,"Smoothie,Iced Coffee,Cookie,Muffin"
678,"Latte,Hot Chocolate,Cookie,Iced Coffee,Fruit Parfait,Bagel,Pasta"
679,"Hot Chocolate,Salad,Latte,Pasta"
680,"Sandwich,Granola Bowl,Donut,Salad,Black Coffee"
681,"Iced Coffee,Salad,Cookie,Tea"
682,"Chai Latte,Hot Chocolate,Croissant,Donut,Tea,Mocha,Iced Coffee,Black Coffee"
683,"Granola Bowl,Donut,Cheesecake,Panini,Black Coffee"
684,"Croissant,Salad,Pasta"
685,"Latte,Americano,Donut,Green Tea,Pasta,Black Coffee"
686,"Muffin,Salad,Pasta"
687,"Iced Coffee,Sandwich,Espresso,Cookie"
688,"Brownie,Iced Coffee,Wrap,Cookie"
689,"Cappuccino,Granola Bowl,Donut,Green Tea,Black Coffee"
690,"Hot Chocolate,Granola Bowl,Tea,Donut,Salad,Black Coffee"
691,"Smoothie,Donut,Green Tea,Pasta,Brownie,Black Coffee"
692,"Waffles,Iced Coffee,Granola Bowl,Cookie"
693,"Croissant,Macchiato,Salad,Pasta"
694,"Avocado Toast,Mocha,Salad,Pasta,Brownie,Panini"
695,"Latte,Muffin,Cookie,Iced Coffee,Black Coffee"
696,"Bagel,Iced Coffee,Salad,Pasta,Panini"
697,"Avocado Toast,Black Coffee,Iced Coffee,Cookie"
698,"Pasta,Black Coffee,Espresso,Donut"
699,"Sandwich,Cookie,Donut,Cheesecake,Salad,Pasta"
700,"Espresso,Cappuccino,Latte,Donut,Mocha,Black Coffee"
701,"Omelette,Muffin,Black Coffee,Donut"
702,"Omelette,Smoothie,Waffles,Cookie,Tea,Iced Coffee"
703,"Latte,Donut,Iced Coffee,Salad,Pasta"
704,"Chai Latte,Americano,Black Coffee,Donut"
705,"Croissant,Macchiato,Cookie,Iced Coffee,Panini"
706,"Cappuccino,Sandwich,Salad,Pasta,Black Coffee"
707,"Wrap,Croissant,Cookie,Donut,Black Coffee"
708,"Hot Chocolate,Smoothie,Cookie,Iced Coffee,Black Coffee"
709,"Americano,Black Coffee,Donut"
710,"Salad,Cookie,Pasta"
711,"Black Coffee,Salad,Donut"
712,"Waffles,Avocado Toast,Mocha,Salad,Pasta"
713,"Iced Coffee,Tea,Cookie,Chai Latte"
714,"Granola Bowl,Salad,Pasta"
715,"Salad,Donut,Sandwich,Pasta"
716,"Bagel,Iced Coffee,Sandwich,Cookie"
717,"Latte,Waffles,Mocha,Salad,Pasta"
718,"Espresso,Cookie,Donut,Mocha,Iced Coffee,Fruit Parfait"
719,"Wrap,Cappuccino,Tea,Donut,Cheesecake,Black Coffee"
720,"Macchiato,Cookie,Avocado Toast,Iced Coffee,Salad"
721,"Omelette,Black Coffee,Latte,Donut"
722,"Latte,Cookie,Iced Coffee,Pasta,Black Coffee"
723,"Black Coffee,Espresso,Wrap,Donut"
724,"Muffin,Black Coffee,Granola Bowl,Donut"
725,"Cookie,Donut,Iced Coffee,Fruit Parfait,Salad"
726,"Sandwich,Wrap,Americano,Granola Bowl,Tea,Salad,Pasta"
727,"Smoothie,Cookie,Bagel,Iced Coffee,Pasta"
728,"Hot Chocolate,Waffles,Cookie,Tea,Iced Coffee,Black Coffee"
729,"Espresso,Muffin,Cookie,Iced Coffee,Fruit Parfait"
730,"Cheesecake,Black Coffee,Latte,Donut"
731,"Wrap,Americano,Avocado Toast,Mocha,Fruit Parfait,Salad,Pasta"
732,"Sandwich,Donut,Green Tea,Cheesecake,Salad,Iced Coffee,Black Coffee"
733,"Latte,Hot Chocolate,Donut,Salad,Pasta"
734,"Cheesecake,Black Coffee,Fruit Parfait,Donut"
735,"Sandwich,Muffin,Cookie,Salad,Pasta"
736,"Iced Coffee,Cookie,Donut"
737,"Muffin,Black Coffee,Donut"
738,"Omelette,Bagel,Iced Coffee,Salad,Pasta"
739,"Sandwich,Iced Coffee,Salad,Cookie"
740,"Hot Chocolate,Croissant,Tea,Avocado Toast,Salad,Pasta"
741,"Espresso,Omelette,Cookie,Iced Coffee,Black Coffee"
742,"Espresso,Americano,Macchiato,Donut,Avocado Toast,Mocha,Salad,Black Coffee"
743,"Cappuccino,Iced Coffee,Cookie,Pasta"
744,"Hot Chocolate,Americano,Tea,Mocha,Salad,Pasta"
745,"Cappuccino,Fruit Parfait,Salad,Pasta,Black Coffee"
746,"Iced Coffee,Salad,Cappuccino,Pasta"
747,"Cappuccino,Wrap,Granola Bowl,Salad,Pasta,Black Coffee"
748,"Muffin,Cookie,Cheesecake,Iced Coffee,Panini"
749,"Mocha,Black Coffee,Cookie,Donut"
750,"Sandwich,Cappuccino,Waffles,Muffin,Donut,Iced Coffee,Black Coffee"
751,"Espresso,Croissant,Cookie,Tea,Cheesecake,Iced Coffee"
752,"Smoothie,Black Coffee,Donut"
753,"Panini,Iced Coffee,Fruit Parfait,Cookie"
754,"Salad,Donut,Pasta"
755,"Cappuccino,Macchiato,Cookie,Iced Coffee,Panini"
756,"Mocha,Salad,Pasta"
757,"Granola Bowl,Croissant,Muffin,Cookie,Iced Coffee"
758,"Black Coffee,Latte,Donut"
759,"Omelette,Waffles,Macchiato,Cookie,Tea,Iced Coffee,Pasta"
760,"Hot Chocolate,Granola Bowl,Smoothie,Green Tea,Salad,Pasta,Panini"
761,"Omelette,Americano,Waffles,Donut,Avocado Toast,Black Coffee"
762,"Mocha,Iced Coffee,Salad,Pasta"
763,"Panini,Black Coffee,Latte,Donut"
764,"Chai Latte,Salad,Pasta"
765,"Sandwich,Latte,Croissant,Avocado Toast,Bagel,Salad,Pasta"
766,"Black Coffee,Iced Coffee,Fruit Parfait,Cookie"
767,"Bagel,Smoothie,Iced Coffee,Cookie"
768,"Wrap,Chai Latte,Macchiato,Donut,Salad,Pasta"
769,"Wrap,Croissant,Macchiato,Cookie,Avocado Toast,Salad,Pasta"
770,"Salad,Hot Chocolate,Pasta"
771,"Pasta,Black Coffee,Latte,Donut"
772,"Muffin,Cookie,Cheesecake,Iced Coffee,Fruit Parfait"
773,"Panini,Black Coffee,Donut"
774,"Espresso,Chai Latte,Waffles,Muffin,Cookie,Tea,Green Tea,Iced Coffee,Salad"
775,"Waffles,Avocado Toast,Cheesecake,Bagel,Salad,Pasta"
776,"Latte,Hot Chocolate,Macchiato,Donut,Mocha,Green Tea,Black Coffee"
777,"Americano,Iced Coffee,Cookie,Donut"
778,"Sandwich,Cappuccino,Hot Chocolate,Croissant,Salad,Pasta"
779,"Chai Latte,Cookie,Donut,Avocado Toast,Cheesecake,Iced Coffee"
780,"Wrap,Iced Coffee,Granola Bowl,Cookie"
781,"Latte,Americano,Croissant,Mocha,Salad,Pasta"
782,"Latte,Omelette,Muffin,Cookie,Cheesecake,Iced Coffee,Salad"
783,"Wrap,Hot Chocolate,Sandwich,Granola Bowl,Cookie,Tea,Mocha,Iced Coffee"
784,"Panini,Salad,Hot Chocolate,Pasta"
785,"Black Coffee,Latte,Sandwich,Donut"
786,"Avocado Toast,Green Tea,Salad,Pasta"
787,"Sandwich,Chai Latte,Hot Chocolate,Salad,Pasta"
788,"Sandwich,Americano,Cookie,Donut,Black Coffee"
789,"Americano,Salad,Pasta"
790,"Iced Coffee,Macchiato,Cookie"
791,"Americano,Black Coffee,Latte,Donut"
792,"Smoothie,Donut,Green Tea,Salad,Panini,Black Coffee"
793,"Avocado Toast,Salad,Cookie,Pasta"
794,"Smoothie,Iced Coffee,Cookie"
795,"Avocado Toast,Salad,Wrap,Pasta"
796,"Wrap,Omelette,Donut,Panini,Black Coffee"
797,"Cookie,Salad,Latte,Pasta"
798,"Espresso,Muffin,Smoothie,Cookie,Donut,Pasta,Black Coffee"
799,"Muffin,Donut,Fruit Parfait,Panini,Black Coffee"
800,"Avocado Toast,Iced Coffee,Cookie,Pasta"
801,"Waffles,Salad,Cappuccino,Pasta"
802,"Black Coffee,Espresso,Wrap,Donut"
803,"Muffin,Black Coffee,Donut"
804,"Sandwich,Omelette,Americano,Croissant,Cheesecake,Salad,Pasta"
805,"Omelette,Iced Coffee,Latte,Cookie"
806,"Cookie,Salad,Wrap,Pasta"
807,"Wrap,Macchiato,Salad,Pasta,Black Coffee"
808,"Cheesecake,Salad,Pasta"
809,"Chai Latte,Tea,Avocado Toast,Salad,Pasta,Panini"
810,"Tea,Salad,Donut,Pasta"
811,"Bagel,Iced Coffee,Croissant,Cookie"
812,"Espresso,Americano,Cookie,Iced Coffee,Pasta"
813,"Smoothie,Black Coffee,Salad,Donut"
814,"Espresso,Americano,Smoothie,Macchiato,Salad,Pasta"
815,"Wrap,Waffles,Croissant,Cookie,Donut,Mocha,Iced Coffee"
816,"Wrap,Cappuccino,Iced Coffee,Cookie"
817,"Cappuccino,Muffin,Waffles,Cookie,Avocado Toast,Salad,Pasta"
818,"Omelette,Donut,Cheesecake,Pasta,Black Coffee"
819,"Avocado Toast,Chai Latte,Black Coffee,Donut"
820,"Omelette,Iced Coffee,Cookie"
821,"Iced Coffee,Salad,Pasta"
822,"Muffin,Cookie,Donut,Mocha,Bagel,Iced Coffee,Pasta,Brownie,Black Coffee"
823,"Wrap,Hot Chocolate,Chai Latte,Cookie,Green Tea,Iced Coffee,Cheesecake"
824,"Cookie,Black Coffee,Hot Chocolate,Donut"
825,"Wrap,Cappuccino,Croissant,Salad,Pasta"
826,"Macchiato,Tea,Donut,Pasta,Black Coffee"
827,"Wrap,Iced Coffee,Cookie"
828,"Chai Latte,Cookie,Avocado Toast,Iced Coffee,Fruit Parfait,Brownie"
829,"Smoothie,Cookie,Donut,Iced Coffee,Fruit Parfait,Panini,Black Coffee"
830,"Black Coffee,Fruit Parfait,Granola Bowl,Donut"
831,"Salad,Espresso,Pasta"
832,"Donut,Fruit Parfait,Pasta,Panini,Black Coffee"
833,"Omelette,Iced Coffee,Cookie"
834,"Sandwich,Smoothie,Waffles,Cookie,Tea,Iced Coffee"
835,"Sandwich,Croissant,Mocha,Salad,Pasta"
836,"Black Coffee,Hot Chocolate,Donut"
837,"Latte,Waffles,Granola Bowl,Muffin,Cookie,Mocha,Iced Coffee,Cheesecake"
838,"Avocado Toast,Black Coffee,Iced Coffee,Donut"
839,"Omelette,Croissant,Cookie,Avocado Toast,Iced Coffee"
840,"Americano,Smoothie,Cookie,Donut,Iced Coffee"
841,"Wrap,Americano,Granola Bowl,Avocado Toast,Cheesecake,Salad,Pasta"
842,"Hot Chocolate,Granola Bowl,Green Tea,Bagel,Salad,Pasta,Black Coffee"
843,"Latte,Waffles,Cookie,Tea,Green Tea,Iced Coffee,Fruit Parfait"
844,"Cappuccino,Macchiato,Bagel,Salad,Pasta"
845,"Sandwich,Croissant,Donut,Green Tea,Iced Coffee,Fruit Parfait,Cheesecake,Black Coffee"
846,"Muffin,Cookie,Mocha,Iced Coffee,Fruit Parfait,Pasta"
847,"Black Coffee,Cappuccino,Donut"
848,"Pasta,Iced Coffee,Cookie,Chai Latte"
849,"Americano,Smoothie,Donut,Mocha,Salad,Pasta"
850,"Smoothie,Black Coffee,Donut"
851,"Cheesecake,Granola Bowl,Muffin"
852,"Chai Latte,Muffin,Fruit Parfait,Brownie,Black Coffee"
853,"Hot Chocolate,Omelette,Smoothie,Croissant,Mocha,Pasta"
854,"Espresso,Omelette,Tea,Mocha,Bagel,Brownie"
855,"Latte,Sandwich,Muffin,Cookie,Mocha,Panini,Black Coffee"
856,"Sandwich,Americano,Granola Bowl,Macchiato,Green Tea"
857,"Cappuccino,Tea,Cheesecake,Iced Coffee,Bagel"
858,"Omelette,Green Tea,Tea"
859,"Avocado Toast,Espresso,Latte"
860,"Cheesecake,Salad,Chai Latte"
861,"Espresso,Omelette,Waffles,Granola Bowl,Tea,Avocado Toast,Fruit Parfait"
862,"Omelette,Fruit Parfait,Sandwich,Croissant"
863,"Green Tea,Iced Coffee,Latte"
864,"Cheesecake,Granola Bowl,Fruit Parfait,Chai Latte"
865,"Wrap,Macchiato,Cookie,Donut"
866,"Mocha,Black Coffee,Green Tea,Sandwich"
867,"Bagel,Waffles,Espresso,Cookie"
868,"Wrap,Sandwich,Americano,Macchiato,Tea,Avocado Toast,Mocha"
869,"Green Tea,Waffles,Espresso"
870,"Espresso,Chai Latte,Waffles,Macchiato,Mocha,Salad,Fruit Parfait,Panini,Black Coffee"
871,"Black Coffee,Salad,Donut,Muffin"
872,"Avocado Toast,Panini,Bagel,Latte"
873,"Cheesecake,Green Tea,Sandwich"
874,"Avocado Toast,Mocha,Chai Latte"
875,"Avocado Toast,Espresso,Sandwich"
876,"Americano,Waffles,Donut,Iced Coffee,Fruit Parfait,Pasta"
877,"Latte,Hot Chocolate,Americano,Cheesecake,Pasta"
878,"Espresso,Latte,Sandwich,Muffin,Macchiato,Tea,Panini"
879,"Brownie,Avocado Toast,Cookie,Hot Chocolate"
880,"Muffin,Donut,Avocado Toast,Cheesecake,Mocha,Pasta,Brownie"
